shipment_id,date,year,month,month_number,quarter,origin,destination,route,mode,hs_code,product_description,weight_kg,weight_tonnes,value_usd,shipment_value_million,status,bill_of_lading,shipper,consignee,remarks,Delay_Time(hrs),delay_days,Delay_Reason,delay_flag,delay_status
ADGF-2032533,2024-04-24,2024,April,4,2,"Shenzhen, China",Singapore,"Shenzhen, China → Singapore",Sea,10063010,Printed circuit boards,93.0,0.093,21844.04,0.021844040000000002,Delivered,BOL4541935654,TransIndia Cargo,HomeStyle Furnitures,No Remarks,96.0,4.0,Vehicle Breakdown,True,Delayed
ADGF-2033813,2024-04-24,2024,April,4,2,"Los Angeles, USA","Mumbai, India","Los Angeles, USA → Mumbai, India",Sea,8109090,Stainless steel fasteners,1205.2,1.2052,11462.35,0.01146235,Pending Pickup,BOL9932008407,Sunrise Exports,Unknown (invoice),No Remarks,30.7,1.279166666666667,Technical Glitch,True,Delayed
ADGF-2034687,2024-04-24,2024,April,4,2,"Istanbul, Turkey","Dubai, UAE","Istanbul, Turkey → Dubai, UAE",Sea,7020010,Lithium batteries (packets),62.9,0.0629,10899.42,0.01089942,In Transit,BOL8907911722,Sunrise Exports,ABC Importers Pvt. Ltd.,No Remarks,24.1,1.004166666666667,Documentation Error,True,Delayed
ADGF-2035227,2024-04-24,2024,April,4,2,"Bangkok, Thailand",Singapore,"Bangkok, Thailand → Singapore",Air,94036000,Stainless steel fasteners,1095.3,1.0953,25796.46,0.02579646,In Transit,BOL5069999393,A & D International,ABC Importers Pvt. Ltd.,No Remarks,26.8,1.116666666666667,Vehicle Breakdown,True,Delayed
ADGF-2036202,2024-04-24,2024,April,4,2,"Istanbul, Turkey","Bengaluru, India","Istanbul, Turkey → Bengaluru, India",Sea,30049099,Pharmaceutical tablets,100.0,0.1,30693.11,0.03069311,Delivered,BOL6978353628,TransIndia Cargo,Unknown (invoice),Manual verification completed,0.0,0.0,No Delay,False,On Time
ADGF-2027432,2024-04-25,2024,April,4,2,"Sydney, Australia","Sydney, Australia","Sydney, Australia → Sydney, Australia",Sea,39232990,Engine parts,1357.3,1.3573,10749.88,0.01074988,Delivered,BOL8570986140,Sunrise Exports,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027505,2024-04-25,2024,April,4,2,"Seattle, USA","Rotterdam, Netherlands","Seattle, USA → Rotterdam, Netherlands",Air,85171200,Furniture (assembled),754.9,0.7549,22485.81,0.022485810000000002,Delivered,BOL4305123092,Oceanic Logistics Co.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030124,2024-04-25,2024,April,4,2,"Shanghai, China","New York, USA","Shanghai, China → New York, USA",Sea,8109090,Furniture (assembled),1332.0,1.332,13302.225,0.013302225,Delivered,BOL8319279059,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030139,2024-04-25,2024,April,4,2,"Rotterdam, Netherlands",Domestic,"Rotterdam, Netherlands → Domestic",Air,30049099,Textile rolls (cotton),950.0,0.95,14946.58,0.01494658,Delivered,BOL4231574979,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031482,2024-04-25,2024,April,4,2,"Sydney, Australia","New Delhi, India","Sydney, Australia → New Delhi, India",Sea,30049099,Stainless steel fasteners,5066.7,5.0667,1668.47,0.00166847,Delivered,BOL8031340421,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031743,2024-04-25,2024,April,4,2,"Ho Chi Minh City, Vietnam","Mumbai, India","Ho Chi Minh City, Vietnam → Mumbai, India",Sea,7020010,Fresh white flesh dragon fruits (public trade sample),1782.5,1.7825,27836.29,0.02783629,Customs Hold,BOL9319898561,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031984,2024-04-25,2024,April,4,2,"Jakarta, Indonesia",Domestic,"Jakarta, Indonesia → Domestic",Sea,30049099,Textile rolls (cotton),1571.9,1.5719,8249.29,0.008249290000000001,In Transit,BOL9765366753,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,15.3,0.6375000000000001,Weather Delay,True,Delayed
ADGF-2032713,2024-04-25,2024,April,4,2,"Sydney, Australia","Rotterdam, Netherlands","Sydney, Australia → Rotterdam, Netherlands",Sea,85171200,Plastic granules,2036.9,2.0369,72761.72,0.07276172,Delivered,BOL7923662294,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032812,2024-04-25,2024,April,4,2,"Istanbul, Turkey","Kolkata, India","Istanbul, Turkey → Kolkata, India",Sea,94036000,Freight / tax invoice (public doc),2119.8,2.1198,31617.59,0.03161759,Customs Hold,BOL6681206749,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,14.8,0.6166666666666667,Customs Clearance,True,Delayed
ADGF-2033076,2024-04-25,2024,April,4,2,"Dubai, UAE","Mumbai, India","Dubai, UAE → Mumbai, India",Sea,85423900,Wheat flour,6049.6,6.049600000000001,2673.84,0.0026738400000000002,In Transit,BOL7547575649,Sunrise Exports,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036423,2024-04-25,2024,April,4,2,"Shanghai, China","Ho Chi Minh City, Vietnam","Shanghai, China → Ho Chi Minh City, Vietnam",Sea,94036000,Wheat flour,2322.8,2.3228,8658.35,0.00865835,Delivered,BOL8748016014,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026771,2024-04-26,2024,April,4,2,"Sydney, Australia","Chennai, India","Sydney, Australia → Chennai, India",Sea,85171200,Pharmaceutical tablets,67.4,0.0674,11856.63,0.01185663,Delivered,BOL3598059863,TransIndia Cargo,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027522,2024-04-26,2024,April,4,2,"Seattle, USA",Singapore,"Seattle, USA → Singapore",Sea,85423900,Engine parts,2445.7,2.4457,13302.225,0.013302225,In Transit,BOL6500143386,Oceanic Logistics Co.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027898,2024-04-26,2024,April,4,2,"Sydney, Australia","New York, USA","Sydney, Australia → New York, USA",Air,85171200,Plastic granules,1349.1,1.3491,11245.08,0.01124508,In Transit,BOL9162242495,A & D International,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027935,2024-04-26,2024,April,4,2,"New Delhi, India",India,"New Delhi, India → India",Sea,7020010,Processed spices (ground),816.6,0.8166,11150.64,0.01115064,Delivered,BOL5013028357,Oceanic Logistics Co.,Global Retail Ltd.,No Remarks,40.6,1.691666666666667,Holiday Closure,True,Delayed
ADGF-2027988,2024-04-26,2024,April,4,2,"Dubai, UAE","Bengaluru, India","Dubai, UAE → Bengaluru, India",Sea,94036000,Stainless steel fasteners,494.3,0.4943,9278.05,0.00927805,Delivered,BOL9225644214,Sunrise Exports,Unknown (trade database),No Remarks,22.5,0.9375,Scheduling Error,True,Delayed
ADGF-2029204,2024-04-26,2024,April,4,2,"Bangkok, Thailand","New Delhi, India","Bangkok, Thailand → New Delhi, India",Sea,30049099,Smartphone units,573.8,0.5738,78417.38,0.07841738000000001,Delivered,BOL5457167140,Oceanic Logistics Co.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029329,2024-04-26,2024,April,4,2,"Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam → Ho Chi Minh City, Vietnam",Air,Unknown,Fresh dragon fruit,4870.8,4.8708,13302.225,0.013302225,Delivered,BOL8224389864,A & D International,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029426,2024-04-26,2024,April,4,2,"Bangkok, Thailand","Dubai, UAE","Bangkok, Thailand → Dubai, UAE",Air,Unknown,Processed spices (ground),2884.8,2.8848000000000003,12173.06,0.01217306,Delivered,BOL9776812380,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030229,2024-04-26,2024,April,4,2,"Jakarta, Indonesia","Sydney, Australia","Jakarta, Indonesia → Sydney, Australia",Sea,94036000,Smartphone units,630.7,0.6307,113960.08,0.11396008,Delivered,BOL5801435021,Sunrise Exports,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032072,2024-04-26,2024,April,4,2,"Mumbai, India","Dubai, UAE","Mumbai, India → Dubai, UAE",Sea,94036000,Cocoa beans,3289.2,3.2891999999999997,6583.29,0.00658329,Pending Pickup,BOL3666691634,TransIndia Cargo,Unknown (invoice),No Remarks,9.2,0.3833333333333333,Vehicle Breakdown,True,Delayed
ADGF-2032929,2024-04-26,2024,April,4,2,"Los Angeles, USA",Domestic,"Los Angeles, USA → Domestic",Sea,30049099,Paperboard rolls,768.8,0.7687999999999999,22356.86,0.02235686,Delivered,BOL7387471958,TransIndia Cargo,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034898,2024-04-26,2024,April,4,2,"Shenzhen, China","Dubai, UAE","Shenzhen, China → Dubai, UAE",Sea,8109090,Frozen shrimp,685.1,0.6851,3949.79,0.00394979,Delivered,BOL6230723215,A & D Global Freight Pvt. Ltd.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035167,2024-04-26,2024,April,4,2,"Istanbul, Turkey","Sydney, Australia","Istanbul, Turkey → Sydney, Australia",Air,85423900,Fresh white flesh dragon fruits (public trade sample),666.4,0.6664,5978.68,0.00597868,Delivered,BOL5168378193,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035626,2024-04-26,2024,April,4,2,"Dubai, UAE","Rotterdam, Netherlands","Dubai, UAE → Rotterdam, Netherlands",Sea,30049099,Smartphone units,187.6,0.1876,39390.77,0.03939077,Delivered,BOL5093871974,TransIndia Cargo,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035969,2024-04-26,2024,April,4,2,"Kochi, India","Melbourne, Australia","Kochi, India → Melbourne, Australia",Road,Unknown,Fresh dragon fruit,1430.7,1.4307,28355.68,0.02835568,Delivered,BOL9909666942,Sunrise Exports,Unknown (invoice),Manual verification completed,0.0,0.0,No Delay,False,On Time
ADGF-2036198,2024-04-26,2024,April,4,2,"Ho Chi Minh City, Vietnam","Rotterdam, Netherlands","Ho Chi Minh City, Vietnam → Rotterdam, Netherlands",Air,8109090,Printed circuit boards,256.5,0.2565,45047.02,0.04504702,Delivered,BOL8339924494,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036995,2024-04-26,2024,April,4,2,"Rotterdam, Netherlands","Melbourne, Australia","Rotterdam, Netherlands → Melbourne, Australia",Sea,10063010,Plastic granules,6631.0,6.631,3977.13,0.00397713,Delivered,BOL5489552203,TransIndia Cargo,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025860,2024-04-27,2024,April,4,2,"Ho Chi Minh City, Vietnam","London, UK","Ho Chi Minh City, Vietnam → London, UK",Sea,30049099,Textile rolls (cotton),1587.5,1.5875,2805.97,0.0028059699999999996,Delivered,BOL8677609201,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027656,2024-04-27,2024,April,4,2,Vietnam (unspecified),"Sydney, Australia","Vietnam (unspecified) → Sydney, Australia",Air,85423900,Freight / tax invoice (public doc),1044.4,1.0444,6118.6,0.0061186,Customs Hold,BOL5035610395,TransIndia Cargo,Techtronica Pvt. Ltd.,No Remarks,25.1,1.045833333333333,Staff Shortage,True,Delayed
ADGF-2029831,2024-04-27,2024,April,4,2,"Dubai, UAE","Chennai, India","Dubai, UAE → Chennai, India",Air,30049099,Furniture (assembled),847.7,0.8477,25424.11,0.02542411,Delivered,BOL6725751322,A & D Global Freight Pvt. Ltd.,Unknown (invoice),Delivery appointment rescheduled,0.0,0.0,No Delay,False,On Time
ADGF-2031691,2024-04-27,2024,April,4,2,"Jakarta, Indonesia","London, UK","Jakarta, Indonesia → London, UK",Sea,8109090,Frozen shrimp,3336.2,3.3362,20229.94,0.02022994,Delivered,BOL7691278686,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,25.0,1.041666666666667,Customs Clearance,True,Delayed
ADGF-2031729,2024-04-27,2024,April,4,2,"Rotterdam, Netherlands","New Delhi, India","Rotterdam, Netherlands → New Delhi, India",Sea,8109090,Smartphone units,133.9,0.13390000000000002,110423.43,0.11042342999999999,Delivered,BOL4167576941,Sunrise Exports,Unknown (invoice),Port congestion noted,0.0,0.0,No Delay,False,On Time
ADGF-2032331,2024-04-27,2024,April,4,2,"Jakarta, Indonesia","Kolkata, India","Jakarta, Indonesia → Kolkata, India",Road,10063010,Pharmaceutical tablets,165.4,0.16540000000000002,9929.96,0.00992996,Delivered,BOL3144793689,A & D Global Freight Pvt. Ltd.,Unknown (trade database),Routine shipment,0.0,0.0,No Delay,False,On Time
ADGF-2032666,2024-04-27,2024,April,4,2,"Jakarta, Indonesia","New York, USA","Jakarta, Indonesia → New York, USA",Sea,8109090,Wheat flour,1802.3,1.8023,7182.74,0.00718274,Delivered,BOL1509159980,Oceanic Logistics Co.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032952,2024-04-27,2024,April,4,2,"Sydney, Australia","Kolkata, India","Sydney, Australia → Kolkata, India",Air,39232990,Stainless steel fasteners,2440.9,2.4409,16322.1,0.0163221,Delivered,BOL5296802788,Oceanic Logistics Co.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033933,2024-04-27,2024,April,4,2,"Rotterdam, Netherlands","Ho Chi Minh City, Vietnam","Rotterdam, Netherlands → Ho Chi Minh City, Vietnam",Sea,8109090,Engine parts,686.4,0.6864,6148.56,0.006148560000000001,Delivered,BOL2155596033,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,Delivery appointment rescheduled,0.0,0.0,No Delay,False,On Time
ADGF-2034024,2024-04-27,2024,April,4,2,Vietnam (unspecified),"New Delhi, India","Vietnam (unspecified) → New Delhi, India",Sea,94036000,Fresh dragon fruit,835.2,0.8352,4933.48,0.00493348,Delivered,BOL1615668627,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034051,2024-04-27,2024,April,4,2,"Los Angeles, USA","Bengaluru, India","Los Angeles, USA → Bengaluru, India",Air,Unknown,Wheat flour,3259.9,3.2599,7658.83,0.00765883,In Transit,BOL4935453683,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,27.4,1.141666666666667,Documentation Error,True,Delayed
ADGF-2034444,2024-04-27,2024,April,4,2,"Hamburg, Germany","Rotterdam, Netherlands","Hamburg, Germany → Rotterdam, Netherlands",Sea,10063010,LED lamps,4685.1,4.6851,18575.03,0.01857503,Delivered,BOL5311037007,Oceanic Logistics Co.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035715,2024-04-27,2024,April,4,2,Vietnam (unspecified),India,Vietnam (unspecified) → India,Sea,7020010,Pharmaceutical tablets,96.7,0.09670000000000001,51881.97,0.05188197,Delivered,BOL9944291985,A & D International,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026231,2024-04-28,2024,April,4,2,"New Delhi, India","Mumbai, India","New Delhi, India → Mumbai, India",Sea,94036000,Ceramic tiles,1905.3,1.9053,9951.02,0.00995102,Delivered,BOL1179692901,TransIndia Cargo,FreshFarms Importers,No Remarks,16.6,0.6916666666666668,Scheduling Error,True,Delayed
ADGF-2026238,2024-04-28,2024,April,4,2,"Bangkok, Thailand","Chennai, India","Bangkok, Thailand → Chennai, India",Sea,85171200,Smartphone units,136.2,0.1362,272085.92,0.27208592,Delivered,BOL5219548256,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027720,2024-04-28,2024,April,4,2,"Istanbul, Turkey","Melbourne, Australia","Istanbul, Turkey → Melbourne, Australia",Air,7020010,Cocoa beans,2736.6,2.7365999999999997,1132.71,0.00113271,Pending Pickup,BOL4680693668,A & D Global Freight Pvt. Ltd.,HomeStyle Furnitures,No Remarks,13.7,0.5708333333333333,Customs Clearance,True,Delayed
ADGF-2028178,2024-04-28,2024,April,4,2,"Dubai, UAE","Rotterdam, Netherlands","Dubai, UAE → Rotterdam, Netherlands",Air,85171200,Processed spices (ground),851.1,0.8511,4614.94,0.00461494,Delivered,BOL3701845480,TransIndia Cargo,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029635,2024-04-28,2024,April,4,2,"Shanghai, China","Sydney, Australia","Shanghai, China → Sydney, Australia",Air,10063010,LED lamps,2455.8,2.4558,4386.55,0.00438655,Customs Hold,BOL8547056880,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031147,2024-04-28,2024,April,4,2,"Los Angeles, USA","New Delhi, India","Los Angeles, USA → New Delhi, India",Air,8109090,Ceramic tiles,3948.0,3.948,5352.27,0.00535227,Customs Hold,BOL6604887216,TransIndia Cargo,HomeStyle Furnitures,No Remarks,30.7,1.279166666666667,Traffic Issue,True,Delayed
ADGF-2031846,2024-04-28,2024,April,4,2,"Hamburg, Germany","Sydney, Australia","Hamburg, Germany → Sydney, Australia",Sea,39232990,Furniture (assembled),834.3,0.8342999999999999,12427.61,0.01242761,In Transit,BOL1174173340,Sunrise Exports,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032276,2024-04-28,2024,April,4,2,"Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam → Ho Chi Minh City, Vietnam",Sea,Unknown,Processed spices (ground),754.6,0.7546,5039.32,0.00503932,Delivered,BOL7536268534,Oceanic Logistics Co.,Global Retail Ltd.,Customer requested priority handling,21.2,0.8833333333333333,Staff Shortage,True,Delayed
ADGF-2032830,2024-04-28,2024,April,4,2,"Shanghai, China","Bengaluru, India","Shanghai, China → Bengaluru, India",Sea,30049099,Engine parts,1044.4,1.0444,4548.06,0.0045480600000000005,Delivered,BOL3968439722,A & D Global Freight Pvt. Ltd.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033613,2024-04-28,2024,April,4,2,"New Delhi, India","Sydney, Australia","New Delhi, India → Sydney, Australia",Sea,7020010,Wheat flour,7872.9,7.8729,8177.47,0.008177470000000001,Delivered,BOL3317999191,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035270,2024-04-28,2024,April,4,2,"Seattle, USA","Mumbai, India","Seattle, USA → Mumbai, India",Sea,8109090,Textile rolls (cotton),1495.9,1.4959,6639.89,0.006639890000000001,Delivered,BOL2118389147,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035438,2024-04-28,2024,April,4,2,"Sydney, Australia","Kolkata, India","Sydney, Australia → Kolkata, India",Air,39232990,Freight / tax invoice (public doc),1367.4,1.3674000000000002,37945.6,0.037945599999999996,Delivered,BOL3735945615,Oceanic Logistics Co.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036814,2024-04-28,2024,April,4,2,"Kochi, India","New Delhi, India","Kochi, India → New Delhi, India",Sea,7020010,Furniture (assembled),1003.6,1.0036,15698.75,0.01569875,Delivered,BOL5199841654,A & D Global Freight Pvt. Ltd.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025204,2024-04-29,2024,April,4,2,"Bangkok, Thailand","Los Angeles, USA","Bangkok, Thailand → Los Angeles, USA",Sea,39232990,Lithium batteries (packets),221.0,0.221,4351.16,0.00435116,Customs Hold,BOL1511675812,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,11.5,0.4791666666666667,Port Congestion,True,Delayed
ADGF-2027458,2024-04-29,2024,April,4,2,"Mumbai, India","New Delhi, India","Mumbai, India → New Delhi, India",Air,30049099,Printed circuit boards,341.0,0.341,31165.21,0.03116521,Delivered,BOL1536970632,TransIndia Cargo,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029089,2024-04-29,2024,April,4,2,"Mumbai, India","London, UK","Mumbai, India → London, UK",Road,39232990,Textile rolls (cotton),1044.4,1.0444,3500.17,0.00350017,Delivered,BOL8158779323,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030930,2024-04-29,2024,April,4,2,"Sydney, Australia","Rotterdam, Netherlands","Sydney, Australia → Rotterdam, Netherlands",Air,Unknown,Stainless steel fasteners,797.9,0.7978999999999999,8290.98,0.00829098,Delivered,BOL8550868621,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031098,2024-04-29,2024,April,4,2,"Dubai, UAE","Sydney, Australia","Dubai, UAE → Sydney, Australia",Air,85423900,LED lamps,410.9,0.4109,11115.49,0.01111549,Customs Hold,BOL5214183834,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,14.4,0.6,Holiday Closure,True,Delayed
ADGF-2032394,2024-04-29,2024,April,4,2,"Shanghai, China","Chennai, India","Shanghai, China → Chennai, India",Sea,39232990,Cocoa beans,821.9,0.8219,2800.17,0.0028001700000000003,Delivered,BOL2132084643,Sunrise Exports,FreshFarms Importers,Port congestion noted,0.0,0.0,No Delay,False,On Time
ADGF-2034748,2024-04-29,2024,April,4,2,"Los Angeles, USA","London, UK","Los Angeles, USA → London, UK",Sea,8109090,Ceramic tiles,7038.1,7.0381,12469.7,0.0124697,Delivered,BOL7970488742,TransIndia Cargo,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035209,2024-04-29,2024,April,4,2,"Seattle, USA","Ho Chi Minh City, Vietnam","Seattle, USA → Ho Chi Minh City, Vietnam",Sea,94036000,Plastic granules,1298.9,1.2989000000000002,12018.78,0.012018780000000001,Delivered,BOL5871047402,Sunrise Exports,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035614,2024-04-29,2024,April,4,2,"Ho Chi Minh City, Vietnam","New York, USA","Ho Chi Minh City, Vietnam → New York, USA",Sea,10063010,Cocoa beans,2780.2,2.7802,2503.6,0.0025036,Customs Hold,BOL9053760278,TransIndia Cargo,HomeStyle Furnitures,Customer requested priority handling,0.0,0.0,No Delay,False,On Time
ADGF-2036252,2024-04-29,2024,April,4,2,"New Delhi, India","Dubai, UAE","New Delhi, India → Dubai, UAE",Sea,7020010,Paperboard rolls,1645.2,1.6452,13702.12,0.013702120000000002,Cancelled,BOL9585236045,TransIndia Cargo,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036301,2024-04-29,2024,April,4,2,"Mumbai, India",Domestic,"Mumbai, India → Domestic",Sea,30049099,Fresh dragon fruit,545.1,0.5451,38171.96,0.03817196,Delivered,BOL5756610324,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025033,2024-04-30,2024,April,4,2,"Dubai, UAE","Chennai, India","Dubai, UAE → Chennai, India",Air,7020010,Wheat flour,4152.9,4.1529,4399.09,0.0043990900000000005,Delivered,BOL3427645351,Sunrise Exports,HomeStyle Furnitures,No Remarks,47.5,1.979166666666667,Weather Delay,True,Delayed
ADGF-2025312,2024-04-30,2024,April,4,2,"Seattle, USA",Singapore,"Seattle, USA → Singapore",Air,94036000,Furniture (assembled),818.6,0.8186,12254.7,0.0122547,In Transit,BOL8483394052,A & D Global Freight Pvt. Ltd.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025465,2024-04-30,2024,April,4,2,"Kochi, India","Melbourne, Australia","Kochi, India → Melbourne, Australia",Sea,30049099,Textile rolls (cotton),1337.7,1.3377000000000001,5906.47,0.0059064700000000005,Delivered,BOL3190037198,Oceanic Logistics Co.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029664,2024-04-30,2024,April,4,2,"Sydney, Australia",Singapore,"Sydney, Australia → Singapore",Road,Unknown,Smartphone units,156.0,0.156,92336.06,0.09233606,Delivered,BOL9651078162,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,14.5,0.6041666666666666,Holiday Closure,True,Delayed
ADGF-2029842,2024-04-30,2024,April,4,2,"Sydney, Australia","Ho Chi Minh City, Vietnam","Sydney, Australia → Ho Chi Minh City, Vietnam",Road,Unknown,Freight / tax invoice (public doc),1114.7,1.1147,35835.37,0.035835370000000005,Delivered,BOL5260374140,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031759,2024-04-30,2024,April,4,2,"Seattle, USA","Mumbai, India","Seattle, USA → Mumbai, India",Sea,30049099,Textile rolls (cotton),2292.2,2.2922,9811.0,0.009811,Delivered,BOL5994963844,Oceanic Logistics Co.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031928,2024-04-30,2024,April,4,2,"New Delhi, India","Mumbai, India","New Delhi, India → Mumbai, India",Sea,Unknown,Ceramic tiles,2266.6,2.2666,5121.16,0.00512116,In Transit,BOL2230660269,TransIndia Cargo,Unknown (invoice),No Remarks,23.2,0.9666666666666667,Traffic Issue,True,Delayed
ADGF-2032183,2024-04-30,2024,April,4,2,"Istanbul, Turkey","Rotterdam, Netherlands","Istanbul, Turkey → Rotterdam, Netherlands",Sea,39232990,Paperboard rolls,1617.9,1.6179000000000001,8917.35,0.008917350000000001,Delivered,BOL2446413666,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032220,2024-04-30,2024,April,4,2,"Bangkok, Thailand","Mumbai, India","Bangkok, Thailand → Mumbai, India",Sea,94036000,Paperboard rolls,1286.9,1.2869000000000002,9570.47,0.00957047,Delivered,BOL3989262550,TransIndia Cargo,FreshFarms Importers,No Remarks,11.2,0.4666666666666666,Scheduling Error,True,Delayed
ADGF-2035185,2024-04-30,2024,April,4,2,"Seattle, USA",Domestic,"Seattle, USA → Domestic",Sea,7020010,Paperboard rolls,2272.1,2.2721,12357.1,0.012357100000000001,Delivered,BOL4901007995,A & D Global Freight Pvt. Ltd.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035719,2024-04-30,2024,April,4,2,"Istanbul, Turkey","Dubai, UAE","Istanbul, Turkey → Dubai, UAE",Air,7020010,Plastic granules,441.8,0.4418,15042.89,0.01504289,Delivered,BOL8542621168,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,26.8,1.116666666666667,Staff Shortage,True,Delayed
ADGF-2036241,2024-04-30,2024,April,4,2,"Seattle, USA","Sydney, Australia","Seattle, USA → Sydney, Australia",Sea,Unknown,Lithium batteries (packets),103.8,0.1038,16477.31,0.016477310000000002,Delivered,BOL3099793060,Sunrise Exports,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
